"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"No Urgent Place","Friend(s)","Sunny",55,"6pm","Bar","2h","Male","46","Married partner",1,"Some High School","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"7AM","Carry out & Take away","1d","Male","46","Married partner",1,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","rainy",30,"6PM","Carry out & Take away","1d","Male",NA,NA,NA,"Bachelors Degree","Management","$87500 - $99999","",NA,"1~3","1~3","less1","1~3","1",1,0,0,1,0
NA,NA,"sunny",80,"2PM","Restaurant(20-50)","1d","Male","46","Married partner",1,"SOME HIGH SCHOOL","Management","$87500 - $99999","","less1",NA,"1~3","less1","1~3","1",0,0,0,1,1
NA,"Kid(s)","Snowy",55,"2PM",NA,"1d",NA,"46","Married partner",1,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,NA,NA,1,1
"Home","Alone","SNOWY",NA,"10am","Carry out & Take away","2h","Male","46","Married partner",1,"SOME HIGH SCHOOL","Management","$87500 - $99999","","less1","1~3",NA,"less1","1~3","1",1,0,1,0,1
"Home","Alone","SUNNY",30,"6PM","Coffee House","1d","Male","46","Married partner",1,"ASSOCIATES DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,0,0,1,0
NA,"Alone","Snowy",30,"10am","Restaurant(20-50)","2h","Male","46","Married partner",NA,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999",NA,"less1","1~3","1~3","less1","1~3","1",0,0,NA,1,0
NA,"Alone","SNOWY",80,"10pm","Bar","2h","Male","46","Married partner",NA,"graduate degree (masters or doctorate)","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",0,0,1,0,1
"Home","Partner","Rainy",30,"2pm",NA,"2h","Male","46","Married partner",1,"ASSOCIATES DEGREE","Management","$87500 - $99999","","less1",NA,"1~3","less1","1~3","1",1,0,0,1,1
"Work","Alone","rainy",55,"2PM","Restaurant(<20)","2h","Male","46","Married partner",1,"high school graduate","Management","$87500 - $99999","","less1","1~3","1~3",NA,"1~3","1",1,1,0,1,0
"Work","Alone","Snowy",30,"7am","Restaurant(<20)",NA,"Male","46","Married partner",1,"SOME HIGH SCHOOL",NA,NA,"","less1","1~3","1~3","less1","1~3","1",1,1,0,NA,1
"Work","Alone","RAINY",30,"10pm","Restaurant(20-50)","1d","Male","46","Married partner",1,"SOME HIGH SCHOOL","Management","$87500 - $99999",NA,"less1","1~3",NA,"less1","1~3","1",1,1,0,1,NA
"Work","Alone","Rainy",NA,"7AM","Restaurant(<20)","1d","Male","46","Married partner",1,"HIGH SCHOOL GRADUATE","Management","$87500 - $99999","","less1","1~3","1~3",NA,NA,"1",0,0,1,NA,1
"No Urgent Place","Alone","sunny",80,"10am",NA,"1d","Female","26","Single",0,"Bachelors Degree","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8",NA,"never","1",1,0,0,1,0
NA,"Friend(s)","RAINY",80,"6pm","Restaurant(<20)","1d","Female","26","Single",0,"high school graduate","Computer & Mathematical","$25000 - $37499",NA,"less1","less1","4~8","1~3","never","1",0,0,0,1,1
"No Urgent Place",NA,"snowy",55,"10AM","Coffee House","2h","Female","26","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Computer & Mathematical","$25000 - $37499","","less1","less1",NA,"1~3","never","1",0,0,0,1,0
"No Urgent Place","Friend(s)","Rainy",NA,"10am","Restaurant(20-50)","2h","Female","26","Single",NA,"some college - no degree","Computer & Mathematical","$25000 - $37499","","less1","less1",NA,"1~3","never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House",NA,"Female","26","Single",0,"high school graduate","Computer & Mathematical",NA,"","less1","less1","4~8","1~3","never","1",0,0,0,1,1
NA,"Friend(s)","rainy",55,"10am",NA,NA,"Female","26","Single",0,"bachelors degree","Computer & Mathematical","$25000 - $37499","","less1","less1",NA,"1~3","never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"10pm","Carry out & Take away","1d","Female","26","Single",0,"associates degree","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","sunny",30,"10pm","Restaurant(<20)","2h","Female","26","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Computer & Mathematical","$25000 - $37499","","less1","less1",NA,"1~3","never","1",0,0,0,1,1
"No Urgent Place","Friend(s)","snowy",NA,"6pm","Bar","2h","Female","26","Single",0,"some college - no degree","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",1,0,0,1,1
NA,"Friend(s)","snowy",30,"6pm","Carry out & Take away",NA,"Female","26",NA,0,"high school graduate",NA,"$25000 - $37499","","less1","less1","4~8","1~3","never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"10am","Carry out & Take away","1d","Female","26","Single",0,"Some High School","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",1,0,0,1,1
"No Urgent Place","Alone","SUNNY",80,"10am",NA,"1d","Female","26","Single",0,"SOME COLLEGE - NO DEGREE","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8",NA,"never","1",0,0,0,1,0
"Home","Alone","RAINY",30,"2pm",NA,"2h","Female","26","Single",0,"graduate degree (masters or doctorate)","Computer & Mathematical","$25000 - $37499","","less1",NA,"4~8","1~3","never","1",1,0,1,0,1
NA,"Alone","Rainy",55,"2pm","Coffee House","1d","Female","26","Single",0,"Associates Degree","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",0,0,1,0,1
"Home","Alone","Sunny",30,"2pm","Coffee House","1d","Female","26","Single",0,"SOME COLLEGE - NO DEGREE","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3",NA,"1",1,0,0,1,1
"Home","Alone","Rainy",30,"2pm","Restaurant(20-50)","2h","Female","26","Single",0,"Some High School","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",0,0,0,NA,0
NA,"Alone","SNOWY",80,"6pm","Bar","2h","Female","26","Single",NA,"some college - no degree","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3",NA,"1",0,0,1,0,1
"Work","Alone","Rainy",55,"10pm","Restaurant(<20)","2h","Female","26","Single",0,"SOME HIGH SCHOOL","Computer & Mathematical",NA,NA,"less1","less1","4~8","1~3","never","1",1,NA,0,1,0
"Work","Alone","Sunny",55,"10AM","Restaurant(20-50)","1d","Female","26","Single",0,"ASSOCIATES DEGREE","Computer & Mathematical","$25000 - $37499","","less1","less1",NA,"1~3",NA,"1",1,NA,NA,1,1
"Work","Alone","SNOWY",30,"6pm","Restaurant(<20)","2h","Female",NA,"Single",0,"some high school","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",1,1,0,1,0
"Work","Alone","RAINY",30,"2PM","Restaurant(20-50)","1d","Female","26","Single",0,"SOME HIGH SCHOOL","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",1,1,0,1,0
NA,"Alone","SUNNY",80,"10AM","Restaurant(<20)","1d","Female",NA,"Single",0,"BACHELORS DEGREE","Computer & Mathematical","$25000 - $37499","","less1","less1","4~8","1~3","never","1",0,0,1,0,0
"No Urgent Place","Kid(s)","Rainy",55,"6PM","Carry out & Take away","2h","Female","50plus","Married partner",1,"some college - no degree","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Kid(s)","RAINY",NA,"10PM","Bar","1d","Female","50plus","Married partner",1,"SOME HIGH SCHOOL","Sales & Related","$50000 - $62499","",NA,"4~8","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place",NA,"rainy",30,"2PM","Bar",NA,"Female","50plus","Married partner",1,"Some High School","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Alone","Rainy",80,"7am","Coffee House","1d","Female","50plus","Married partner",1,"BACHELORS DEGREE",NA,"$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Alone","Snowy",55,"2pm","Coffee House","2h","Female","50plus",NA,1,"Graduate Degree (Masters or Doctorate)","Sales & Related","$50000 - $62499","","4~8",NA,"1~3","1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","sunny",80,"6pm",NA,"2h","Female","50plus","Married partner",1,"some high school","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",1,0,0,NA,1
NA,"Friend(s)","Rainy",80,"10pm","Coffee House","1d","Female","50plus","Married partner",1,"Bachelors Degree","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",NA,NA,0,1,1
"No Urgent Place","Friend(s)","RAINY",30,"2pm","Restaurant(<20)","2h","Female","50plus","Married partner",1,"SOME COLLEGE - NO DEGREE","Sales & Related","$50000 - $62499","","4~8","4~8","1~3",NA,"less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"7am","Bar","2h","Female","50plus","Married partner",1,"bachelors degree","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",30,"10pm","Carry out & Take away",NA,"Female","50plus","Married partner",1,"Bachelors Degree","Sales & Related","$50000 - $62499","",NA,"4~8","1~3","1~3","less1","1",1,0,0,NA,0
"No Urgent Place","Friend(s)","rainy",30,"2pm","Carry out & Take away","1d",NA,"50plus","Married partner",1,"BACHELORS DEGREE",NA,"$50000 - $62499",NA,"4~8","4~8","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Kid(s)","rainy",80,"10am","Restaurant(20-50)","1d","Female","50plus","Married partner",1,"Some College - No Degree","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","0",0,0,NA,1,0
"No Urgent Place","Kid(s)","Sunny",55,"10pm","Coffee House","1d","Female","50plus","Married partner",1,"BACHELORS DEGREE","Sales & Related",NA,"","4~8","4~8",NA,"1~3","less1","0",1,0,0,1,0
"Home","Alone","RAINY",NA,"6PM","Carry out & Take away","2h","Female","50plus","Married partner",1,"BACHELORS DEGREE","Sales & Related","$50000 - $62499","","4~8",NA,"1~3","1~3","less1","1",1,0,1,NA,0
"Home","Alone","snowy",30,"10am","Coffee House","1d","Female","50plus","Married partner",NA,"some high school","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","0",1,0,0,1,0
"Home","Alone","SNOWY",30,"2pm","Restaurant(20-50)","2h","Female","50plus","Married partner",1,"SOME COLLEGE - NO DEGREE","Sales & Related","$50000 - $62499","","4~8","4~8","1~3",NA,"less1","1",0,0,0,1,0
"Home","Alone","SUNNY",NA,"10pm","Bar","2h","Female","50plus","Married partner",1,"BACHELORS DEGREE","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",0,0,1,0,1
"Home","Partner","Sunny",30,"7am","Carry out & Take away","2h",NA,"50plus","Married partner",1,"Some College - No Degree","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","0",NA,0,0,1,1
"Work","Alone","Snowy",55,"10PM","Restaurant(<20)","2h","Female","50plus","Married partner",1,"Graduate Degree (Masters or Doctorate)","Sales & Related","$50000 - $62499","",NA,"4~8","1~3","1~3","less1","1",1,1,0,1,0
"Work","Alone","sunny",30,"7AM","Restaurant(<20)","2h","Female","50plus","Married partner",NA,"SOME COLLEGE - NO DEGREE","Sales & Related",NA,"","4~8","4~8","1~3","1~3",NA,"1",1,1,0,1,0
"Work","Alone","rainy",30,"10am",NA,"1d","Female","50plus","Married partner",NA,"high school graduate","Sales & Related","$50000 - $62499","","4~8","4~8","1~3","1~3","less1","1",1,1,0,1,0
"Work","Alone","RAINY",NA,"6pm","Restaurant(<20)","1d","Female","50plus","Married partner",1,"bachelors degree","Sales & Related","$50000 - $62499","","4~8","4~8",NA,"1~3","less1","0",NA,0,1,0,1
"No Urgent Place","Kid(s)","Rainy",55,"7AM","Carry out & Take away","2h","Female","31","Unmarried partner",1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Life Physical Social Science","$50000 - $62499","",NA,"never","less1","less1","never","1",1,0,0,1,1
"No Urgent Place","Kid(s)","Sunny",55,"10AM","Bar","1d","Female","31","Unmarried partner",NA,"some college - no degree","Life Physical Social Science","$50000 - $62499",NA,"never","never","less1","less1","never","1",1,0,0,1,1
"No Urgent Place",NA,"Snowy",30,"10AM","Bar","1d","Female",NA,"Unmarried partner",1,"Some High School","Life Physical Social Science","$50000 - $62499","",NA,"never","less1","less1","never","1",1,0,0,1,0
"No Urgent Place","Alone","sunny",80,"2PM","Coffee House","1d","Female",NA,"Unmarried partner",1,"associates degree","Life Physical Social Science",NA,"","never",NA,"less1","less1","never","1",1,0,0,NA,1
"No Urgent Place",NA,"Rainy",55,"6pm","Coffee House",NA,"Female","31","Unmarried partner",1,"Some College - No Degree","Life Physical Social Science",NA,"","never","never","less1","less1",NA,"1",0,0,NA,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"10am","Restaurant(20-50)","2h","Female","31","Unmarried partner",1,"graduate degree (masters or doctorate)","Life Physical Social Science","$50000 - $62499",NA,"never",NA,"less1","less1","never","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","snowy",80,"7am",NA,"1d",NA,"31","Unmarried partner",1,"some college - no degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","0",0,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",NA,"10am","Restaurant(<20)","2h","Female","31","Unmarried partner",1,"ASSOCIATES DEGREE","Life Physical Social Science",NA,"","never","never","less1","less1","never","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"10AM","Bar","2h","Female","31","Unmarried partner",1,"bachelors degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"7AM",NA,"1d","Female","31","Unmarried partner",NA,"graduate degree (masters or doctorate)","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",1,0,0,1,NA
"No Urgent Place","Friend(s)","rainy",30,"10am","Carry out & Take away","1d",NA,"31","Unmarried partner",1,"Associates Degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",1,0,0,1,1
"No Urgent Place","Kid(s)","sunny",80,"7am","Restaurant(20-50)",NA,"Female","31","Unmarried partner",1,"Some College - No Degree",NA,"$50000 - $62499","",NA,"never","less1","less1","never","1",0,0,0,1,1
"No Urgent Place","Kid(s)","Snowy",55,"10am","Coffee House","1d","Female","31","Unmarried partner",1,"Some High School","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",1,0,0,1,1
"Home","Alone","Snowy",30,"6pm","Carry out & Take away","2h","Female","31","Unmarried partner",1,"some college - no degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",NA,0,1,0,1
"Home","Alone","snowy",30,"7AM","Coffee House",NA,"Female","31","Unmarried partner",NA,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Life Physical Social Science","$50000 - $62499","","never","never",NA,"less1","never","1",1,0,0,1,0
"Home",NA,"sunny",30,"10pm","Restaurant(20-50)","2h","Female","31","Unmarried partner",1,"some college - no degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",0,0,0,1,1
NA,"Alone","Snowy",80,"6pm","Bar","2h","Female","31","Unmarried partner",1,"High School Graduate","Life Physical Social Science",NA,"","never","never","less1","less1","never","1",0,0,1,0,1
NA,"Partner","SNOWY",30,"6PM","Carry out & Take away","2h",NA,"31","Unmarried partner",NA,"bachelors degree",NA,NA,"","never","never","less1","less1","never","1",NA,0,0,1,0
"Work","Alone","Rainy",55,"10AM","Restaurant(<20)","2h","Female","31","Unmarried partner",1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",1,NA,0,1,0
"Work","Alone","Sunny",30,"10pm","Restaurant(<20)","2h","Female","31","Unmarried partner",1,"bachelors degree",NA,"$50000 - $62499","",NA,"never",NA,"less1","never","1",1,1,0,1,1
NA,"Alone","Rainy",30,"10am","Restaurant(20-50)","1d","Female","31","Unmarried partner",1,"ASSOCIATES DEGREE","Life Physical Social Science","$50000 - $62499",NA,NA,"never","less1","less1","never","1",1,1,0,1,1
"Work","Alone","RAINY",80,"7am","Restaurant(<20)",NA,"Female","31","Unmarried partner",1,"Bachelors Degree","Life Physical Social Science","$50000 - $62499","","never","never","less1","less1","never","1",0,0,1,NA,1
"No Urgent Place","Alone","sunny",80,"10pm","Coffee House","1d","Male","26","Single",0,"some college - no degree","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Friend(s)","SUNNY",NA,"6PM","Restaurant(<20)","1d","Male","26","Single",0,"High School Graduate","Unemployed","$62500 - $74999","","4~8",NA,"4~8","1~3","less1","1",0,0,0,NA,1
"No Urgent Place","Alone","rainy",55,"10am","Coffee House","2h","Male","26","Single",0,"some college - no degree","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","RAINY",80,"7am","Restaurant(20-50)","2h","Male","26","Single",0,"SOME HIGH SCHOOL","Unemployed",NA,"","4~8","never","4~8","1~3","less1","0",1,0,0,1,0
"No Urgent Place",NA,"SUNNY",80,"6PM","Coffee House","1d","Male","26","Single",0,"some high school",NA,"$62500 - $74999","",NA,"never",NA,"1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"7AM","Coffee House","1d","Male","26","Single",0,"SOME HIGH SCHOOL","Unemployed","$62500 - $74999","","4~8",NA,NA,"1~3",NA,"1",1,0,0,NA,0
"No Urgent Place","Friend(s)","RAINY",55,"7am","Carry out & Take away","1d","Male",NA,NA,0,"Some High School","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",30,"10PM",NA,"2h","Male","26","Single",0,"Associates Degree","Unemployed","$62500 - $74999","",NA,"never","4~8","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","rainy",55,"10am","Bar","2h","Male","26","Single",0,"Some College - No Degree","Unemployed",NA,NA,"4~8","never","4~8","1~3","less1","1",1,0,NA,1,0
"No Urgent Place","Friend(s)","snowy",30,"10am",NA,"1d","Male",NA,"Single",0,"some college - no degree","Unemployed",NA,"","4~8","never",NA,"1~3","less1","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",30,"7am","Carry out & Take away","1d","Male","26","Single",0,"high school graduate",NA,"$62500 - $74999","",NA,"never","4~8","1~3","less1","1",1,0,0,1,1
"No Urgent Place",NA,"RAINY",80,"10am",NA,NA,"Male","26","Single",0,"ASSOCIATES DEGREE","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3",NA,"0",0,0,0,1,0
"Home","Alone","sunny",30,"2PM","Carry out & Take away","2h","Male","26","Single",0,"bachelors degree",NA,"$62500 - $74999","","4~8","never","4~8","1~3","less1","1",1,0,1,0,NA
"Home","Alone","RAINY",55,"2pm","Coffee House","1d","Male",NA,"Single",0,"some college - no degree","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3","less1","1",0,0,1,0,0
